subId,roundId,group,isTestGame,successInStatic,gameNumber,gameInterval,previousIntervalChange,pressesToSuccess,duration
KH5,1,2,1,0,1,450.00000000,0.00000000,3,10051
KH5,1,2,1,1,2,430.00000000,0.00000000,0,10418
KH5,1,2,1,1,3,410.00000000,0.00000000,0,10448
KH5,1,2,1,0,4,390.00000000,0.00000000,12,6877
KH5,1,2,1,0,5,370.00000000,0.00000000,2,10736
KH5,1,2,1,0,6,350.00000000,0.00000000,17,4667
KH5,1,2,1,0,7,330.00000000,0.00000000,27,2240
KH5,1,2,1,0,8,310.00000000,0.00000000,26,3204
KH5,1,2,1,0,9,290.00000000,0.00000000,27,3198
KH5,1,2,1,0,10,270.00000000,0.00000000,28,3104
KH5,1,2,1,0,11,250.00000000,0.00000000,41,671
KH5,2,2,0,1,12,400.00000000,0.00000000,0,10539
KH5,2,2,0,0,13,350.00000000,-50.00000000,19,4511
KH5,2,2,0,1,14,362.50000000,12.50000000,0,10814
KH5,2,2,0,0,15,351.38888889,-11.11111111,18,4663
KH5,2,2,0,0,16,357.63888889,6.25000000,11,7765
KH5,2,2,0,0,17,371.63888889,14.00000000,12,6506
KH5,2,2,0,0,18,389.69444444,18.05555556,23,1814
KH5,2,2,0,1,19,410.10260771,20.40816327,0,10853
KH5,2,2,0,1,20,419.47760771,9.37500000,0,10881
KH5,2,2,0,0,21,421.32945956,1.85185185,12,5919
KH5,2,2,0,1,22,427.82945956,6.50000000,0,10808
KH5,2,2,0,0,23,428.65590584,0.82644628,2,10489
KH5,2,2,0,0,24,433.51701695,4.86111111,3,9984
KH5,2,2,0,1,25,441.50518263,7.98816568,0,10726
KH5,2,2,0,0,26,444.82150916,3.31632653,21,1429
KH5,2,2,0,0,27,451.04373139,6.22222222,18,3249
KH5,2,2,0,0,28,459.93262028,8.88888889,12,5640
KH5,2,2,0,1,29,471.04373139,11.11111111,0,10746
KH5,3,2,0,0,30,477.71039805,6.66666667,5,8081
KH5,3,2,0,0,31,486.59928694,8.88888889,11,5368
KH5,3,2,0,1,32,497.71039805,11.11111111,0,10622
KH5,3,2,0,0,33,504.37706472,6.66666667,10,5560
KH5,3,2,0,1,34,513.71039805,9.33333333,0,10818
KH5,3,2,0,1,35,519.04373139,5.33333333,0,10295
KH5,3,2,0,0,36,520.37706472,1.33333333,11,5075
KH5,3,2,0,0,37,524.37706472,4.00000000,20,470
KH5,3,2,0,0,38,531.04373139,6.66666667,9,5845
KH5,3,2,0,0,39,539.93262028,8.88888889,15,2582
KH5,3,2,0,1,40,551.04373139,11.11111111,0,10324
KH5,3,2,0,1,41,557.71039805,6.66666667,0,10324
KH5,3,2,0,1,42,559.93262028,2.22222222,0,10451
KH5,3,2,0,1,43,558.15484250,-1.77777778,0,10510
KH5,3,2,0,1,44,552.82150916,-5.33333333,0,10566
KH5,3,2,0,0,45,544.37706472,-8.44444444,10,5467
KH5,3,2,0,0,46,539.48817583,-4.88888889,4,9245
KH5,4,2,0,1,47,538.15484250,-1.33333333,0,10509
KH5,4,2,0,1,48,533.71039805,-4.44444444,0,10372
KH5,4,2,0,0,49,526.15484250,-7.55555556,14,3704
KH5,4,2,0,1,50,522.59928694,-3.55555556,0,10584
KH5,4,2,0,0,51,515.93262028,-6.66666667,16,3171
KH5,4,2,0,0,52,512.82150916,-3.11111111,15,3182
KH5,4,2,0,0,53,513.26595361,0.44444444,3,9267
