subId,roundId,group,isTestGame,successInStatic,gameNumber,gameInterval,previousIntervalChange,pressesToSuccess,duration
KH4,1,1,1,1,1,450.00000000,0.00000000,0,10697
KH4,1,1,1,1,2,430.00000000,0.00000000,0,10723
KH4,1,1,1,1,3,410.00000000,0.00000000,0,11051
KH4,1,1,1,1,4,390.00000000,0.00000000,0,10969
KH4,1,1,1,0,5,370.00000000,0.00000000,13,6522
KH4,1,1,1,0,6,350.00000000,0.00000000,12,8497
KH4,1,1,1,0,7,330.00000000,0.00000000,29,1926
KH4,1,1,1,0,8,310.00000000,0.00000000,27,2991
KH4,1,1,1,0,9,290.00000000,0.00000000,31,2238
KH4,1,1,1,0,10,270.00000000,0.00000000,31,2934
KH4,1,1,1,0,11,250.00000000,0.00000000,40,1837
KH4,2,1,0,1,12,400.00000000,0.00000000,0,10742
KH4,2,1,0,0,13,320.00000000,-80.00000000,27,2848
KH4,2,1,0,0,14,310.00000000,-10.00000000,25,3472
KH4,2,1,0,0,15,312.22222222,2.22222222,27,2975
KH4,2,1,0,0,16,318.47222222,6.25000000,21,4661
KH4,2,1,0,0,17,326.47222222,8.00000000,22,3861
KH4,2,1,0,1,18,335.36111111,8.88888889,0,10696
KH4,2,1,0,0,19,330.46315193,-4.89795918,23,3543
KH4,2,1,0,0,20,329.21315193,-1.25000000,25,3273
KH4,2,1,0,0,21,330.44771983,1.23456790,22,3927
KH4,2,1,0,1,22,333.44771983,3.00000000,0,10903
KH4,2,1,0,0,23,328.65433140,-4.79338843,28,1691
KH4,2,1,0,0,24,326.29322029,-2.36111111,16,5908
KH4,2,1,0,0,25,325.81984751,-0.47337278,23,3651
KH4,2,1,0,0,26,326.84025567,1.02040816,19,4801
KH4,2,1,0,0,27,329.06247789,2.22222222,22,3832
KH4,2,1,0,0,28,332.61803345,3.55555556,25,3007
KH4,2,1,0,0,29,337.06247789,4.44444444,5,9425
KH4,2,1,0,0,30,342.39581123,5.33333333,4,9916
KH4,2,1,0,1,31,348.61803345,6.22222222,0,10821
KH4,2,1,0,0,32,349.06247789,0.44444444,6,9119
KH4,3,1,0,0,33,350.84025567,1.77777778,27,2098
KH4,3,1,0,0,34,353.95136678,3.11111111,27,1280
KH4,3,1,0,0,35,357.95136678,4.00000000,24,2125
KH4,3,1,0,0,36,362.84025567,4.88888889,10,7254
KH4,3,1,0,0,37,368.61803345,5.77777778,26,1293
KH4,3,1,0,0,38,375.28470011,6.66666667,25,1457
KH4,3,1,0,0,39,382.39581123,7.11111111,5,9600
KH4,3,1,0,1,40,389.95136678,7.55555556,0,10790
KH4,3,1,0,0,41,391.28470011,1.33333333,8,8046
KH4,3,1,0,1,42,393.50692234,2.22222222,0,11262
KH4,3,1,0,1,43,389.95136678,-3.55555556,0,10835
KH4,3,1,0,0,44,381.06247789,-8.88888889,17,4553
KH4,3,1,0,0,45,373.95136678,-7.11111111,25,1448
KH4,3,1,0,0,46,368.61803345,-5.33333333,21,3903
KH4,3,1,0,0,47,365.06247789,-3.55555556,14,6017
KH4,3,1,0,0,48,362.84025567,-2.22222222,4,9876
KH4,3,1,0,1,49,361.95136678,-0.88888889,0,10858
KH4,3,1,0,0,50,355.72914456,-6.22222222,10,7885
KH4,3,1,0,1,51,351.28470011,-4.44444444,0,10840
KH4,3,1,0,0,52,341.95136678,-9.33333333,9,8583
KH4,4,1,0,0,53,334.84025567,-7.11111111,28,1327
KH4,4,1,0,0,54,329.95136678,-4.88888889,20,4330
KH4,4,1,0,0,55,327.28470011,-2.66666667,8,8409
KH4,4,1,0,0,56,326.84025567,-0.44444444,23,3996
KH4,4,1,0,0,57,328.17358900,1.33333333,4,9740
KH4,4,1,0,0,58,331.28470011,3.11111111,20,4485
KH4,4,1,0,0,59,335.72914456,4.44444444,17,5491
